LabelId,ByteRange0,ByteRange1,ByteRange2,ByteRange3,ByteRange4,ByteRange5,ByteRange6,ByteRange7,ByteRange8,ByteRange9,ByteRange10,ByteRange11,AggregateByteValue
3296,99,99,0,0,0,0,0,0,0,0,0,0,1530.7692307692307,72057594172145664
3296,99,108,101,97,114,105,110,103,0,0,0,0,6653.846153846153,4899916399008842242
3296,104,111,117,115,101,0,0,0,0,0,0,0,4292.307692307692,293298027391614976
3296,99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986
3296,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
3296,116,114,97,110,115,97,99,116,105,111,110,0,9576.923076923076,292734010144097825
3296,100,101,99,108,105,110,101,100,0,0,0,0,6553.846153846153,288511851129602768
3296,99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986
3296,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
3296,99,108,101,97,114,105,110,103,0,0,0,0,6653.846153846153,4899916399008842242
3296,104,111,117,115,101,0,0,0,0,0,0,0,4292.307692307692,293298027391614976
3296,101,120,99,101,112,116,105,111,110,99,114,101,13192.307692307691,-3421495467143806456
3296,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
3296,116,114,97,110,115,97,99,116,105,111,110,0,9576.923076923076,292734010144097825
3296,100,101,99,108,105,110,101,100,0,0,0,0,6553.846153846153,288511851129602768
3296,99,99,0,0,0,0,0,0,0,0,0,0,1530.7692307692307,72057594172145664
3296,99,108,101,97,114,105,110,103,0,0,0,0,6653.846153846153,4899916399008842242
3296,104,111,117,115,101,0,0,0,0,0,0,0,4292.307692307692,293298027391614976
3296,99,111,109,109,111,110,101,114,114,111,114,115,18476.923076923078,824177714190090248
3296,101,120,99,101,112,116,105,111,110,99,114,101,13192.307692307691,-3421495467143806456
3296,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
3296,116,114,97,110,115,97,99,116,105,111,110,0,9576.923076923076,292734010144097825
3296,114,101,102,101,114,114,97,108,99,97,108,108,10223.076923076922,-9218867577663519714
3296,99,99,0,0,0,0,0,0,0,0,0,0,1530.7692307692307,72057594172145664
3296,99,108,101,97,114,105,110,103,0,0,0,0,6653.846153846153,4899916399008842242
3296,104,111,117,115,101,0,0,0,0,0,0,0,4292.307692307692,293298027391614976
3296,99,111,109,109,111,110,101,114,114,111,114,115,18476.923076923078,824177714190090248
3296,104,111,108,100,99,97,114,100,0,0,0,0,6623.076923076923,10516235821056
3296,105,110,116,101,114,110,97,108,0,0,0,0,6838.461538461538,1729593380465410048
3296,97,112,112,108,105,99,97,116,105,111,110,0,9438.461538461539,432345574429198864
3296,101,114,114,111,114,109,101,115,115,97,103,101,66761.53846153845,-5188391485749630779
3296,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
3296,101,114,114,111,114,0,0,0,0,0,0,0,4338.461538461538,37189881297903617
3296,115,116,97,116,117,115,0,0,0,0,0,0,5315.384615384615,36037593380454468
3296,114,101,102,117,115,101,100,0,0,0,0,0,5930.7692307692305,-4611681620379828218
3296,99,111,109,109,111,110,101,114,114,111,114,115,18476.923076923078,824177714190090248
3296,109,101,115,115,97,103,101,114,101,102,101,114,42038.46153846154,-5498049147724666812
3296,101,120,99,101,112,116,105,111,110,99,114,101,13192.307692307691,-3421495467143806456
3296,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
3296,101,114,114,111,114,0,0,0,0,0,0,0,4338.461538461538,37189881297903617
3296,115,116,97,116,117,115,0,0,0,0,0,0,5315.384615384615,36037593380454468
3296,112,97,121,109,101,110,116,102,97,105,108,117,12315.384615384615,153496221563035653
3296,112,97,121,109,101,110,116,0,0,0,0,0,6053.846153846153,153478629098061825
3296,102,97,105,108,117,114,101,0,0,0,0,0,5884.615384615385,35184384705792
3296,104,97,112,112,101,110,101,100,0,0,0,0,6653.846153846153,324825421658982418
3296,112,97,121,109,101,110,116,0,0,0,0,0,6053.846153846153,153478629098061825
3296,102,97,105,108,117,114,101,0,0,0,0,0,5884.615384615385,35184384705792
3296,104,97,112,112,101,110,101,100,0,0,0,0,6653.846153846153,324825421658982418
3296,112,97,121,109,101,110,116,102,97,105,108,117,12315.384615384615,153496221563035653
3296,99,111,109,111,114,98,105,116,122,116,98,115,35076.92307692308,5842561296638817730
3296,98,97,100,0,0,0,0,0,0,0,0,0,2292.3076923076924,1125899906844800
3296,97,117,116,104,0,0,0,0,0,0,0,0,3384.6153846153843,1099780063745
3296,99,97,117,115,105,110,103,0,0,0,0,0,5900,9007199398921232
3296,99,114,101,100,105,116,97,117,116,104,114,101,16184.615384615385,3639805717718900739
3296,104,111,110,111,114,0,0,0,0,0,0,0,4307.692307692308,4504976197943296
3296,112,97,121,109,101,110,116,0,0,0,0,0,6053.846153846153,153478629098061825
3296,102,97,105,108,117,114,101,0,0,0,0,0,5884.615384615385,35184384705792
3296,104,97,112,112,101,110,101,100,0,0,0,0,6653.846153846153,324825421658982418
3296,112,97,121,109,101,110,116,102,97,105,108,117,12315.384615384615,153496221563035653
3296,99,111,109,111,114,98,105,116,122,116,98,115,35076.92307692308,5842561296638817730
3296,98,97,100,0,0,0,0,0,0,0,0,0,2292.3076923076924,1125899906844800
3296,97,117,116,104,0,0,0,0,0,0,0,0,3384.6153846153843,1099780063745
3296,99,97,117,115,105,110,103,0,0,0,0,0,5900,9007199398921232
3296,99,114,101,100,105,116,97,117,116,104,114,101,21123.076923076922,3639805726342391683
3296,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
3296,112,97,121,109,101,110,116,0,0,0,0,0,6053.846153846153,153478629098061825
3296,102,97,105,108,117,114,101,0,0,0,0,0,5884.615384615385,35184384705792
3296,104,97,112,112,101,110,101,100,0,0,0,0,6653.846153846153,324825421658982418
3296,112,97,121,109,101,110,116,102,97,105,108,117,12315.384615384615,153496221563035653
3296,99,111,109,111,114,98,105,116,122,116,98,115,35076.92307692308,5842561296638817730
3296,98,97,100,0,0,0,0,0,0,0,0,0,2292.3076923076924,1125899906844800
3296,97,117,116,104,0,0,0,0,0,0,0,0,3384.6153846153843,1099780063745
3296,99,97,117,115,105,110,103,0,0,0,0,0,5900,9007199398921232
3296,99,114,101,100,105,116,97,117,116,104,114,101,21123.076923076922,-5583561644063971309
3296,97,99,99,111,117,110,116,0,0,0,0,0,5923.076923076923,288230411587289602
3296,98,97,108,97,110,99,101,0,0,0,0,0,5623.076923076923,-8645785380349523968
3296,112,97,121,109,101,110,116,0,0,0,0,0,6053.846153846153,153478629098061825
3296,102,97,105,108,117,114,101,0,0,0,0,0,5884.615384615385,35184384705792
3296,104,97,112,112,101,110,101,100,0,0,0,0,6653.846153846153,324825421658982418
3296,112,97,121,109,101,110,116,102,97,105,108,117,12315.384615384615,153496221563035653
3296,99,111,109,111,114,98,105,116,122,116,98,115,35076.92307692308,5842561296638817730
3296,98,97,100,0,0,0,0,0,0,0,0,0,2292.3076923076924,1125899906844800
3296,97,117,116,104,0,0,0,0,0,0,0,0,3384.6153846153843,1099780063745
3296,99,97,117,115,105,110,103,0,0,0,0,0,5900,9007199398921232
3296,99,114,101,100,105,116,97,117,116,104,114,101,22053.846153846152,3639816717136699395
3296,99,97,108,108,0,0,0,0,0,0,0,0,3215.3846153846152,138413056
3296,108,111,99,97,108,0,0,0,0,0,0,0,4100,81064793426890754
3296,98,97,0,0,0,0,0,0,0,0,0,0,1507.6923076923076,1125899906844672
3296,110,117,109,98,101,114,0,0,0,0,0,0,5107.692307692308,5764616354560737282
3296,114,101,102,101,114,114,101,100,0,0,0,0,6730.7692307692305,-9074752836834689002
3296,114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180
3296,99,97,110,0,0,0,0,0,0,0,0,0,2376.9230769230767,134218768
3296,112,114,111,99,101,115,115,101,100,0,0,0,7723.076923076923,18304721140056096
3296,99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986
3296,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
3296,100,101,99,108,105,110,101,100,0,0,0,0,6553.846153846153,288511851129602768
3296,99,99,0,0,0,0,0,0,0,0,0,0,1530.7692307692307,72057594172145664
3296,99,108,101,97,114,105,110,103,0,0,0,0,6653.846153846153,4899916399008842242
3296,104,111,117,115,101,0,0,0,0,0,0,0,4292.307692307692,293298027391614976
3296,115,111,114,114,121,0,0,0,0,0,0,0,4500,9016064068288576
3296,117,110,97,98,108,101,0,0,0,0,0,0,4969.2307692307695,2594073385416787968
3296,112,114,111,99,101,115,115,0,0,0,0,0,6061.538461538461,290305450704928
3296,114,101,113,117,101,115,116,0,0,0,0,0,6138.461538461538,-4611650834051104754
3296,109,97,121,0,0,0,0,0,0,0,0,0,2538.4615384615386,13510798884208640
3296,116,101,109,112,111,114,97,114,105,108,121,0,9715.384615384615,-8773012039706605552
3296,101,120,99,101,101,100,101,100,0,0,0,0,6546.153846153846,-9223266483196919796
3296,99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986
3296,100,101,98,105,116,0,0,0,0,0,0,0,4076.9230769230767,35500589584
3296,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
3296,108,105,109,105,116,0,0,0,0,0,0,0,4253.846153846153,35184372224001
3296,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
3296,99,104,111,111,115,101,0,0,0,0,0,0,5046.153846153846,290340460298248
3296,100,105,102,102,101,114,101,110,116,0,0,0,7592.307692307692,10276173112215568
3296,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
3296,116,114,121,0,0,0,0,0,0,0,0,0,2723.076923076923,5243008
3296,101,114,114,111,114,115,114,101,115,105,110,102,29976.923076923074,-8823562945455922657
3296,109,115,116,101,114,114,116,114,97,118,99,99,32330.76923076923,353640670909873636
3296,115,111,114,114,121,0,0,0,0,0,0,0,4500,9016064068288576
3296,117,110,97,98,108,101,0,0,0,0,0,0,4969.2307692307695,2594073385416787968
3296,112,114,111,99,101,115,115,0,0,0,0,0,6061.538461538461,290305450704928
3296,114,101,113,117,101,115,116,0,0,0,0,0,6138.461538461538,-4611650834051104754
3296,109,97,121,0,0,0,0,0,0,0,0,0,2538.4615384615386,13510798884208640
3296,116,101,109,112,111,114,97,114,105,108,121,0,9715.384615384615,-8773012039706605552
3296,101,120,99,101,101,100,101,100,0,0,0,0,6546.153846153846,-9223266483196919796
3296,99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986
3296,100,101,98,105,116,0,0,0,0,0,0,0,4076.9230769230767,35500589584
3296,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
3296,108,105,109,105,116,0,0,0,0,0,0,0,4253.846153846153,35184372224001
3296,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
3296,99,104,111,111,115,101,0,0,0,0,0,0,5046.153846153846,290340460298248
3296,100,105,102,102,101,114,101,110,116,0,0,0,7592.307692307692,10276173112215568
3296,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
3296,116,114,121,0,0,0,0,0,0,0,0,0,2723.076923076923,5243008
3296,97,99,99,111,117,110,116,0,0,0,0,0,5923.076923076923,288230411587289602
3296,98,97,108,97,110,99,101,0,0,0,0,0,5623.076923076923,-8645785380349523968
3296,97,112,112,108,105,99,97,116,105,111,110,0,9438.461538461539,432345574429198864
3296,101,114,114,111,114,109,101,115,115,97,103,101,48030.76923076923,-5496888063445735355
3296,99,111,109,111,114,98,105,116,122,116,98,115,95269.23076923077,-18860249368852019
3296,99,111,109,111,114,98,105,116,122,116,98,115,85515.38461538461,8358609403867003481
3296,99,111,109,111,114,98,105,116,122,116,98,115,120684.61538461538,-3064985419755110405
3296,99,111,109,111,114,98,105,116,122,116,98,115,95269.23076923077,-18860249368852019
3296,99,111,109,111,114,98,105,116,122,116,98,115,81330.76923076923,-604328340320739347
3296,99,111,109,111,114,98,105,116,122,116,98,115,91938.46153846153,6890496072596773719
3296,99,111,109,111,114,98,105,116,122,116,98,115,97823.07692307692,8160522523150901108
3296,99,111,109,111,114,98,105,116,122,116,98,115,95269.23076923077,-18860249368852019
3296,99,111,109,111,114,98,105,116,122,116,98,115,85515.38461538461,8358609403867003481
3296,99,111,109,111,114,98,105,116,122,116,98,115,127184.61538461538,-2452491472386195461
3296,99,111,109,111,114,98,105,116,122,116,98,115,116130.76923076922,6878953743434299895
3296,99,99,0,0,0,0,0,0,0,0,0,0,1530.7692307692307,72057594172145664
3296,99,108,101,97,114,105,110,103,0,0,0,0,6653.846153846153,4899916399008842242
3296,104,111,117,115,101,0,0,0,0,0,0,0,4292.307692307692,293298027391614976
3296,99,111,109,109,111,110,101,114,114,111,114,115,18476.923076923078,824177714190090248
3296,99,111,109,111,114,98,105,116,122,116,98,115,35076.92307692308,5842561296638817730
3296,98,97,100,0,0,0,0,0,0,0,0,0,2292.3076923076924,1125899906844800
3296,97,117,116,104,0,0,0,0,0,0,0,0,3384.6153846153843,1099780063745
3296,99,97,117,115,105,110,103,0,0,0,0,0,5900,9007199398921232
3296,99,114,101,100,105,116,97,117,116,104,114,101,18000,3639806818304307203
3296,110,101,103,97,116,105,118,101,0,0,0,0,6761.538461538461,4690499013517639680
3296,98,108,111,99,107,0,0,0,0,0,0,0,4100,433471464134427136
3296,108,105,115,116,0,0,0,0,0,0,0,0,3461.5384615384614,35184372110336
3296,104,111,110,111,114,0,0,0,0,0,0,0,4307.692307692308,4504976197943296
3296,101,114,114,111,114,109,101,115,115,97,103,101,66761.53846153845,-5188391485749630779
3296,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
3296,116,114,97,110,115,97,99,116,105,111,110,0,9576.923076923076,292734010144097825
3296,112,105,99,107,117,112,0,0,0,0,0,0,5130.7692307692305,1407374884601874
3296,101,114,114,111,114,99,114,101,100,105,116,99,20584.615384615383,6955000968166728067
3296,101,120,99,101,101,100,101,100,99,97,114,100,14707.692307692307,-9041715123218527220
3296,105,110,116,101,114,110,97,108,0,0,0,0,6838.461538461538,1729593380465410048
3296,97,112,112,108,105,99,97,116,105,111,110,0,9438.461538461539,432345574429198864
3296,101,114,114,111,114,0,0,0,0,0,0,0,4338.461538461538,37189881297903617
3296,109,101,115,115,97,103,101,114,101,102,101,114,42038.46153846154,-5498049147724666812
3296,101,120,99,101,112,116,105,111,110,99,114,101,13192.307692307691,-3421495467143806456
3296,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
3296,101,114,114,111,114,0,0,0,0,0,0,0,4338.461538461538,37189881297903617
3296,115,116,97,116,117,115,0,0,0,0,0,0,5315.384615384615,36037593380454468
3296,108,105,109,105,116,0,0,0,0,0,0,0,4253.846153846153,35184372224001
3296,101,120,99,101,101,100,101,100,0,0,0,0,6546.153846153846,-9223266483196919796
3296,99,111,109,109,111,110,101,114,114,111,114,115,18476.923076923078,824177714190090248
3296,101,114,114,111,114,99,114,101,100,105,116,99,20584.615384615383,6955000968166728067
3296,105,110,116,101,114,110,97,108,0,0,0,0,6838.461538461538,1729593380465410048
3296,97,112,112,108,105,99,97,116,105,111,110,0,9438.461538461539,432345574429198864
3296,101,114,114,111,114,109,101,115,115,97,103,101,48030.76923076923,-5496888063445735355
3296,101,120,99,101,112,116,105,111,110,105,110,118,21023.076923076922,-8178421422440291640
3296,115,117,98,115,99,114,105,98,101,114,0,0,8623.076923076922,2594082181488857088
3296,110,97,109,101,109,101,114,99,104,97,110,116,10253.846153846154,333266650566501504
3296,99,111,109,109,111,110,101,114,114,111,114,115,18476.923076923078,824177714190090248
3296,101,114,114,111,114,99,114,101,100,105,116,99,20584.615384615383,6955000968166728067
3296,105,110,116,101,114,110,97,108,0,0,0,0,6838.461538461538,1729593380465410048
3296,97,112,112,108,105,99,97,116,105,111,110,0,9438.461538461539,432345574429198864
3296,101,114,114,111,114,109,101,115,115,97,103,101,48030.76923076923,-5496888063445735355
3296,101,120,99,101,112,116,105,111,110,117,110,107,14453.846153846152,-4574979913042345464
3296,102,97,105,108,117,114,101,0,0,0,0,0,5884.615384615385,35184384705792
3296,99,111,109,109,111,110,101,114,114,111,114,115,18476.923076923078,824177714190090248
3296,101,114,114,111,114,99,114,101,100,105,116,99,20584.615384615383,6955000968166728067
3296,105,110,116,101,114,110,97,108,0,0,0,0,6838.461538461538,1729593380465410048
3296,97,112,112,108,105,99,97,116,105,111,110,0,9438.461538461539,432345574429198864
3296,101,114,114,111,114,109,101,115,115,97,103,101,48030.76923076923,-5496888063445735355
3296,101,120,99,101,112,116,105,111,110,120,109,108,10600,-9187228886868409844
3296,112,97,114,115,101,100,0,0,0,0,0,0,5030.7692307692305,144396672179372040
3296,112,97,121,109,101,110,116,0,0,0,0,0,6053.846153846153,153478629098061825
3296,112,114,111,118,105,100,101,114,0,0,0,0,6946.153846153846,577314248204746784
3296,99,111,109,109,111,110,101,114,114,111,114,115,18476.923076923078,824177714190090248
3296,101,114,114,111,114,99,114,101,100,105,116,99,20584.615384615383,6955000968166728067
3296,105,110,116,101,114,110,97,108,0,0,0,0,6838.461538461538,1729593380465410048
3296,97,112,112,108,105,99,97,116,105,111,110,0,9438.461538461539,432345574429198864
3296,101,114,114,111,114,109,101,115,115,97,103,101,76392.30769230769,-5188365098493974459
3296,110,101,116,119,111,114,107,0,0,0,0,0,6146.153846153846,11260101801295872
3296,114,101,97,99,104,0,0,0,0,0,0,0,4038.461538461538,-9214364700161064956
3296,105,115,115,117,105,110,103,0,0,0,0,0,6084.615384615385,1154075992353013760
3296,98,97,110,107,0,0,0,0,0,0,0,0,3215.3846153846152,19175482788415488
3296,99,111,109,109,111,110,101,114,114,111,114,115,18476.923076923078,824177714190090248
3296,101,114,114,111,114,99,114,101,100,105,116,99,28838.46153846154,6973086834932310435
3296,97,112,112,108,105,99,97,116,105,111,110,0,9438.461538461539,432345574429198864
3296,101,114,114,111,114,109,101,115,115,97,103,101,48030.76923076923,-5496888063445735355
3296,101,120,99,101,112,116,105,111,110,105,110,116,15169.23076923077,-8034306281676180918
3296,101,114,114,111,114,0,0,0,0,0,0,0,4338.461538461538,37189881297903617
3296,112,97,121,109,101,110,116,0,0,0,0,0,6053.846153846153,153478629098061825
3296,112,114,111,118,105,100,101,114,0,0,0,0,6946.153846153846,577314248204746784
3296,97,110,121,116,104,105,110,103,0,0,0,0,6876.923076923077,-6899510230950607360
3296,99,111,109,109,111,110,101,114,114,111,114,115,18476.923076923078,824177714190090248
3296,101,114,114,111,114,99,114,101,100,105,116,99,28838.46153846154,6973086834932310435
3296,97,112,112,108,105,99,97,116,105,111,110,0,9438.461538461539,432345574429198864
3296,101,114,114,111,114,109,101,115,115,97,103,101,48030.76923076923,-5496888063445735355
3296,101,120,99,101,112,116,105,111,110,105,110,118,21023.076923076922,-8178421422440291640
3296,97,109,111,117,110,116,0,0,0,0,0,0,5192.307692307692,1152922638478213712
3296,99,111,109,109,111,110,101,114,114,111,114,115,18476.923076923078,824177714190090248
3296,101,120,112,105,114,101,100,0,0,0,0,0,5953.846153846153,5773649907198492672
3296,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
3296,104,111,108,100,0,0,0,0,0,0,0,0,3300,10447507947520
3296,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
3296,104,111,108,100,99,97,114,100,0,0,0,0,6623.076923076923,10516235821056
3296,109,121,115,116,105,113,117,101,98,111,111,107,13438.461538461537,909823907593202184
3296,114,101,102,117,115,101,100,0,0,0,0,0,5930.7692307692305,-4611681620379828218
6592,112,97,121,109,101,110,116,0,0,0,0,0,6053.846153846153,153478629098061825
6592,102,97,105,108,117,114,101,0,0,0,0,0,5884.615384615385,35184384705792
6592,104,97,112,112,101,110,101,100,0,0,0,0,6653.846153846153,324825421658982418
6592,117,110,115,117,99,99,101,115,115,102,117,108,10623.076923076922,2972517870240016384
6592,112,97,121,109,101,110,116,0,0,0,0,0,6053.846153846153,153478629098061825
6592,112,97,121,109,101,110,116,0,0,0,0,0,6053.846153846153,153478629098061825
6592,102,97,105,108,117,114,101,0,0,0,0,0,5884.615384615385,35184384705792
6592,104,97,112,112,101,110,101,100,0,0,0,0,6653.846153846153,324825421658982418
6592,99,111,109,111,114,98,105,116,122,116,98,115,30700,4635533922224770178
6592,117,110,107,110,111,119,110,0,0,0,0,0,6192.307692307692,7061644220011972608
6592,101,120,99,101,112,116,105,111,110,0,0,0,7776.923076923076,-9187228890089635320
6592,99,97,117,103,104,116,0,0,0,0,0,0,5007.692307692308,281475136099328
6592,115,116,97,99,107,0,0,0,0,0,0,0,4184.615384615385,54087175993557056
6592,99,111,109,111,114,98,105,116,122,108,97,112,58738.46153846154,-4405128174315319874
6592,102,97,105,108,101,100,0,0,0,0,0,0,4830.7692307692305,138445952
6592,108,97,112,115,97,110,103,0,0,0,0,0,5869.230769230769,9641067708166208
6592,115,101,114,118,105,99,101,0,0,0,0,0,5953.846153846153,5188177557073166368
6592,105,110,118,111,99,97,116,105,111,110,0,0,8669.23076923077,3530822107871183616
6592,114,101,113,117,101,115,116,117,114,108,0,0,8930.76923076923,-4611650834050055154
6592,104,116,116,112,97,109,101,120,97,112,112,113,57423.07692307692,-3239298218953322161
6592,112,111,115,116,110,116,97,116,0,0,0,0,7084.615384615385,36385107505938440
6592,99,111,109,111,114,98,105,116,122,108,97,112,120730.76923076922,-3607497685631776265
6592,99,111,109,111,114,98,105,116,122,108,97,112,111438.46153846153,-2990500173278360843
6592,112,97,121,109,101,110,116,0,0,0,0,0,6053.846153846153,153478629098061825
6592,102,97,105,108,117,114,101,0,0,0,0,0,5884.615384615385,35184384705792
6592,104,97,112,112,101,110,101,100,0,0,0,0,6653.846153846153,324825421658982418
6592,99,111,109,111,114,98,105,116,122,116,98,115,35076.92307692308,5842561296638817730
6592,98,97,100,0,0,0,0,0,0,0,0,0,2292.3076923076924,1125899906844800
6592,97,117,116,104,0,0,0,0,0,0,0,0,3384.6153846153843,1099780063745
6592,99,97,117,115,105,110,103,0,0,0,0,0,5900,9007199398921232
6592,99,114,101,100,105,116,97,117,116,104,114,101,21361.53846153846,-5579058321461991917
6592,105,100,101,110,116,105,102,121,110,116,97,116,10500,2310395279427387528
6592,99,111,109,111,114,98,105,116,122,116,98,115,95269.23076923077,-18860249368852019
6592,99,111,109,111,114,98,105,116,122,116,98,115,85515.38461538461,8358609403867003481
6592,99,111,109,111,114,98,105,116,122,116,98,115,120684.61538461538,-3064985419755110405
6592,115,111,114,114,121,0,0,0,0,0,0,0,4500,9016064068288576
6592,115,121,115,116,101,109,0,0,0,0,0,0,5323.076923076923,144405613766508544
6592,99,97,110,0,0,0,0,0,0,0,0,0,2376.9230769230767,134218768
6592,97,117,116,104,101,110,116,105,99,97,116,101,10346.153846153846,7494026820010967553
6592,105,110,102,111,114,109,97,116,105,111,110,0,9576.923076923076,4504016349429762
6592,112,114,111,118,105,100,101,100,0,0,0,0,6838.461538461538,612780095270289440
6592,105,110,102,111,114,109,97,116,105,111,110,0,9576.923076923076,4504016349429762
6592,109,105,115,109,97,116,99,104,0,0,0,0,6784.615384615385,1164181055915163648
6592,111,99,99,117,114,114,101,100,0,0,0,0,6792.307692307692,-8646905237170290544
6592,112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802
6592,118,101,114,105,102,121,0,0,0,0,0,0,5200,577235083384061952
6592,99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986
6592,99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664
6592,98,105,108,108,105,110,103,0,0,0,0,0,5830.7692307692305,579842918798852096
6592,105,110,102,111,114,109,97,116,105,111,110,0,9576.923076923076,4504016349429762
6592,99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784
6592,116,114,121,0,0,0,0,0,0,0,0,0,2723.076923076923,5243008
6592,101,114,114,111,114,102,114,97,117,100,0,0,8684.615384615385,37189881587310609
6592,101,114,114,111,114,102,114,97,117,100,97,101,13153.846153846154,37190163444539441
6592,101,114,114,111,114,102,114,97,117,100,97,101,30130.76923076923,3505034444463943741
6592,101,114,114,111,114,102,114,97,117,100,97,101,20084.615384615383,109392893017481265
6592,101,114,114,111,114,102,114,97,117,100,100,98,10369.23076923077,109251873671749649
6592,101,114,114,111,114,102,114,97,117,100,105,110,22153.846153846152,-6880322653376726991
6592,101,114,114,111,114,102,114,97,117,100,108,111,15076.923076923076,1766853613474297873
6592,101,114,114,111,114,102,114,97,117,100,108,111,32315.384615384613,4086225325142588757
6592,101,114,114,111,114,102,114,97,117,100,108,111,22115.384615384613,1766853613608516497
6592,101,114,114,111,114,102,114,97,117,100,112,97,15276.923076923076,46216872051617809
6592,101,114,114,111,114,102,114,97,117,100,112,97,32515.384615384613,7179919800645578833
6592,101,114,114,111,114,102,114,97,117,100,112,97,22315.384615384613,46287249923125273
6592,101,114,114,111,114,102,114,97,117,100,112,97,20284.615384615383,1199138380953497617
6592,101,114,114,111,114,102,114,97,117,100,112,97,38176.92307692308,-3412468403313233743
6592,101,114,114,111,114,102,114,97,117,100,112,97,27592.30769230769,-8023881812179734509
6592,101,114,114,111,114,102,114,97,117,100,117,115,12476.923076923076,37330756514750481
6592,101,114,114,111,114,102,114,97,117,100,117,115,29323.076923076922,66617348367491251
6592,101,114,114,111,114,102,114,97,117,100,117,115,19353.846153846152,181446515821322353
6592,101,114,114,111,114,112,97,121,109,101,110,116,10661.538461538461,190668510395965441
6592,101,114,114,111,114,112,97,121,109,101,110,116,27246.153846153844,4805189142816844817
6592,101,114,114,111,114,112,97,121,109,101,110,116,20500,2501015153596768343
6592,101,114,114,111,114,112,97,121,109,101,110,116,20238.46153846154,769381100631171085
6592,101,114,114,111,114,112,97,121,109,101,110,116,15476.923076923076,1343591252221829121
6592,101,114,114,111,114,112,97,121,109,101,110,116,31869.23076923077,3650157860447395841
6592,101,114,114,111,114,112,114,111,99,101,115,115,14253.846153846154,37482385771868193
6592,109,121,115,116,105,113,117,101,98,111,111,107,13438.461538461537,909823907593202184
13184,114,100,0,0,0,0,0,0,0,0,0,0,1653.8461538461538,4194308
13184,112,97,114,116,121,0,0,0,0,0,0,0,4384.615384615385,144396937930506248
13184,101,114,114,111,114,0,0,0,0,0,0,0,4338.461538461538,37189881297903617
13184,115,101,114,118,101,114,0,0,0,0,0,0,5215.384615384615,4611717355045650432
13184,114,101,115,112,111,110,100,101,100,0,0,0,7692.307692307692,-8065331206108936188
13184,101,114,114,111,114,0,0,0,0,0,0,0,4338.461538461538,37189881297903617
13184,109,101,115,115,97,103,101,0,0,0,0,0,5861.538461538461,9571248854073408
13184,97,117,116,104,101,110,116,105,99,97,116,105,12269.23076923077,5188183819387208193
13184,114,101,99,111,118,101,114,97,98,108,101,0,9361.538461538461,-7484982559214860250
13184,116,114,97,118,101,108,110,111,119,99,111,109,10607.692307692307,35261695426880
13184,115,101,114,118,105,99,101,0,0,0,0,0,5953.846153846153,5188177557073166368
13184,114,101,113,117,101,115,116,0,0,0,0,0,6138.461538461538,-4611650834051104754
13184,97,117,116,104,101,110,116,105,99,97,116,105,12269.23076923077,5188183819387208193
13184,102,97,105,108,117,114,101,0,0,0,0,0,5884.615384615385,35184384705792
13184,99,105,100,0,0,0,0,0,0,0,0,0,2361.5384615384614,138412036
13184,105,112,97,100,100,114,101,115,115,0,0,0,7653.846153846153,-9223353345155922048
13184,97,99,99,101,115,115,0,0,0,0,0,0,4930.7692307692305,288230376420180498
13184,100,101,110,105,101,100,0,0,0,0,0,0,4861.538461538461,-9223372036712168880
13184,98,117,110,100,108,101,0,0,0,0,0,0,4992.307692307692,1125902089060384
13184,102,111,117,110,100,0,0,0,0,0,0,0,4230.7692307692305,4616194024695398400
