ByteRange0,ByteRange1,ByteRange2,ByteRange3,ByteRange4,ByteRange5,ByteRange6,ByteRange7,ByteRange8,ByteRange9,ByteRange10,ByteRange11,AggregateByteValue,BloomFilter,LabelName
99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784,credit_data_error
112,97,121,109,101,110,116,102,97,105,108,117,12315.384615384615,153496221563035653,credit_data_error
112,97,121,109,101,110,116,0,0,0,0,0,6053.846153846153,153478629098061825,credit_data_error
102,97,105,108,117,114,101,0,0,0,0,0,5884.615384615385,35184384705792,credit_data_error
104,97,112,112,101,110,101,100,0,0,0,0,6653.846153846153,324825421658982418,credit_data_error
112,104,111,110,101,0,0,0,0,0,0,0,4215.384615384615,281474993525248,credit_data_error
99,97,116,101,103,111,114,121,0,0,0,0,6846.153846153846,144185591313990681,credit_data_error
101,120,0,0,0,0,0,0,0,0,0,0,1707.6923076923076,35184908959744,credit_data_error
104,111,109,101,0,0,0,0,0,0,0,0,3315.3846153846152,-9223370935195664380,credit_data_error
119,111,114,107,0,0,0,0,0,0,0,0,3515.3846153846152,562971428290560,credit_data_error
101,116,99,0,0,0,0,0,0,0,0,0,2453.846153846154,1161084278931458,credit_data_error
114,101,113,117,105,114,101,100,0,0,0,0,6869.230769230769,-4170333254945079028,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802,credit_data_error
112,114,111,118,105,100,101,0,0,0,0,0,6015.384615384615,576751298251325472,credit_data_error
118,97,108,105,100,0,0,0,0,0,0,0,4138.461538461538,9073118674944,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664,credit_data_error
100,101,116,97,105,108,115,0,0,0,0,0,5869.230769230769,9007199254741558,credit_data_error
105,110,118,97,108,105,100,99,114,101,100,105,14800,72061099850241537,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664,credit_data_error
100,101,116,97,105,108,115,0,0,0,0,0,5869.230769230769,9007199254741558,credit_data_error
99,111,110,116,97,105,110,115,0,0,0,0,6853.846153846153,4611756937062712320,credit_data_error
105,110,118,97,108,105,100,0,0,0,0,0,5876.923076923077,1168275276288,credit_data_error
118,97,108,117,101,115,0,0,0,0,0,0,5161.538461538461,9107478233088,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802,credit_data_error
112,114,111,118,105,100,101,0,0,0,0,0,6015.384615384615,576751298251325472,credit_data_error
118,97,108,105,100,0,0,0,0,0,0,0,4138.461538461538,9073118674944,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664,credit_data_error
100,101,116,97,105,108,115,0,0,0,0,0,5869.230769230769,9007199254741558,credit_data_error
105,110,118,97,108,105,100,99,114,101,100,105,14800,72061099850241537,credit_data_error
99,111,109,111,114,98,105,116,122,116,98,115,30700,4635533922224770178,credit_data_error
117,110,107,110,111,119,110,0,0,0,0,0,6192.307692307692,7061644220011972608,credit_data_error
101,120,99,101,112,116,105,111,110,0,0,0,7776.923076923076,-9187228890089635320,credit_data_error
99,97,117,103,104,116,0,0,0,0,0,0,5007.692307692308,281475136099328,credit_data_error
115,116,97,99,107,0,0,0,0,0,0,0,4184.615384615385,54087175993557056,credit_data_error
99,111,109,111,114,98,105,116,122,111,109,112,38161.53846153846,6371710648516043320,credit_data_error
102,97,105,108,101,100,0,0,0,0,0,0,4830.7692307692305,138445952,credit_data_error
108,97,112,115,97,110,103,0,0,0,0,0,5869.230769230769,9641067708166208,credit_data_error
115,101,114,118,105,99,101,0,0,0,0,0,5953.846153846153,5188177557073166368,credit_data_error
105,110,118,111,99,97,116,105,111,110,0,0,8669.23076923077,3530822107871183616,credit_data_error
114,101,113,117,101,115,116,117,114,108,0,0,8930.76923076923,-4611650834050055154,credit_data_error
104,116,116,112,116,101,97,107,101,116,116,108,48584.61538461538,1826910904563641702,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802,credit_data_error
112,114,111,118,105,100,101,0,0,0,0,0,6015.384615384615,576751298251325472,credit_data_error
118,97,108,105,100,0,0,0,0,0,0,0,4138.461538461538,9073118674944,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664,credit_data_error
100,101,116,97,105,108,115,0,0,0,0,0,5869.230769230769,9007199254741558,credit_data_error
105,110,118,97,108,105,100,99,114,101,100,105,14800,72061099850241537,credit_data_error
99,111,109,111,114,98,105,116,122,116,98,115,30700,4635533922224770178,credit_data_error
117,110,107,110,111,119,110,0,0,0,0,0,6192.307692307692,7061644220011972608,credit_data_error
101,120,99,101,112,116,105,111,110,0,0,0,7776.923076923076,-9187228890089635320,credit_data_error
99,97,117,103,104,116,0,0,0,0,0,0,5007.692307692308,281475136099328,credit_data_error
115,116,97,99,107,0,0,0,0,0,0,0,4184.615384615385,54087175993557056,credit_data_error
99,111,109,111,114,98,105,116,122,111,109,112,38161.53846153846,6371710648516043320,credit_data_error
102,97,105,108,101,100,0,0,0,0,0,0,4830.7692307692305,138445952,credit_data_error
108,97,112,115,97,110,103,0,0,0,0,0,5869.230769230769,9641067708166208,credit_data_error
115,101,114,118,105,99,101,0,0,0,0,0,5953.846153846153,5188177557073166368,credit_data_error
105,110,118,111,99,97,116,105,111,110,0,0,8669.23076923077,3530822107871183616,credit_data_error
114,101,113,117,101,115,116,117,114,108,0,0,8930.76923076923,-4611650834050055154,credit_data_error
104,116,116,112,97,109,101,120,97,112,112,113,53653.84615384615,-3241585239877069977,credit_data_error
110,115,116,97,116,117,115,109,101,115,115,97,12446.153846153846,197034701310001408,credit_data_error
105,110,116,101,114,110,97,108,0,0,0,0,6838.461538461538,1729593380465410048,credit_data_error
115,101,114,118,101,114,0,0,0,0,0,0,5215.384615384615,4611717355045650432,credit_data_error
101,114,114,111,114,110,115,101,114,118,101,114,10715.384615384615,46199349369708545,credit_data_error
97,112,97,99,104,101,99,111,121,111,116,101,10269.23076923077,4611694965046649345,credit_data_error
99,97,117,115,101,100,0,0,0,0,0,0,4953.846153846153,9007199397348880,credit_data_error
99,111,109,111,114,98,105,116,122,108,97,112,59953.84615384615,-4117170460345577224,credit_data_error
102,97,105,108,101,100,0,0,0,0,0,0,4830.7692307692305,138445952,credit_data_error
108,97,112,115,97,110,103,0,0,0,0,0,5869.230769230769,9641067708166208,credit_data_error
115,101,114,118,105,99,101,0,0,0,0,0,5953.846153846153,5188177557073166368,credit_data_error
105,110,118,111,99,97,116,105,111,110,0,0,8669.23076923077,3530822107871183616,credit_data_error
114,101,113,117,101,115,116,117,114,108,0,0,8930.76923076923,-4611650834050055154,credit_data_error
104,116,116,112,97,109,101,120,97,112,112,113,53653.84615384615,-3241585239877069977,credit_data_error
112,111,115,116,97,108,0,0,0,0,0,0,5184.615384615385,2342153349962465280,credit_data_error
99,111,100,101,0,0,0,0,0,0,0,0,3207.6923076923076,281475648847872,credit_data_error
112,114,111,118,105,100,101,100,0,0,0,0,6838.461538461538,612780095270289440,credit_data_error
115,112,101,99,105,102,105,101,100,0,0,0,7507.692307692308,1134970878566416,credit_data_error
99,111,117,110,116,114,121,0,0,0,0,0,6223.076923076923,-9223372032390987256,credit_data_error
115,116,97,116,101,0,0,0,0,0,0,0,4269.2307692307695,-9187334443742789564,credit_data_error
112,114,111,118,105,110,99,101,0,0,0,0,6907.692307692308,290271346819108,credit_data_error
114,101,113,117,105,114,101,100,0,0,0,0,6869.230769230769,-4170333254945079028,credit_data_error
115,112,101,99,105,102,105,101,100,0,0,0,7507.692307692308,1134970878566416,credit_data_error
99,111,117,110,116,114,121,0,0,0,0,0,6223.076923076923,-9223372032390987256,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664,credit_data_error
115,101,99,117,114,105,116,121,0,0,0,0,7046.153846153846,-4592536786478497792,credit_data_error
99,111,100,101,0,0,0,0,0,0,0,0,3207.6923076923076,281475648847872,credit_data_error
101,110,116,101,114,101,100,0,0,0,0,0,5876.923076923077,576496490726694912,credit_data_error
118,97,108,105,100,97,116,101,0,0,0,0,6692.307692307692,18023505987895296,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802,credit_data_error
99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784,credit_data_error
114,101,115,117,98,109,105,116,0,0,0,0,6946.153846153846,-9223353619900790778,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664,credit_data_error
116,121,112,101,0,0,0,0,0,0,0,0,3507.6923076923076,9008298767425536,credit_data_error
112,114,111,118,105,100,101,100,0,0,0,0,6838.461538461538,612780095270289440,credit_data_error
97,99,99,101,112,116,101,100,0,0,0,0,6561.538461538461,288230380447867410,credit_data_error
112,114,111,112,101,114,116,121,0,0,0,0,7146.153846153846,7206040880934027296,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664,credit_data_error
117,115,101,100,0,0,0,0,0,0,0,0,3376.9230769230767,6917529027641638912,credit_data_error
108,105,115,116,101,100,0,0,0,0,0,0,5076.923076923077,35184506328192,credit_data_error
114,101,99,111,114,100,0,0,0,0,0,0,5030.7692307692305,-8070450523657983996,credit_data_error
118,97,108,105,100,0,0,0,0,0,0,0,4138.461538461538,9073118674944,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664,credit_data_error
116,121,112,101,115,0,0,0,0,0,0,0,4423.076923076923,9008298767949824,credit_data_error
112,114,111,112,101,114,116,121,0,0,0,0,7146.153846153846,7206040880934027296,credit_data_error
107,110,111,119,110,0,0,0,0,0,0,0,4361.538461538461,34361836576,credit_data_error
98,111,111,107,101,100,0,0,0,0,0,0,4946.153846153846,73183631752822784,credit_data_error
115,117,98,109,105,116,116,105,110,103,0,0,8761.538461538461,4793875000611329,credit_data_error
114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180,credit_data_error
117,115,101,114,0,0,0,0,0,0,0,0,3484.6153846153843,6917529027641606656,credit_data_error
109,117,115,116,0,0,0,0,0,0,0,0,3561.5384615384614,45044792366727169,credit_data_error
115,101,108,101,99,116,0,0,0,0,0,0,5038.461538461538,4611695933627826176,credit_data_error
97,110,111,116,104,101,114,0,0,0,0,0,5953.846153846153,-9223372036720356848,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664,credit_data_error
116,121,112,101,0,0,0,0,0,0,0,0,3507.6923076923076,9008298767425536,credit_data_error
119,105,108,108,0,0,0,0,0,0,0,0,3430.7692307692305,4228096,credit_data_error
97,99,99,101,112,116,101,100,0,0,0,0,6561.538461538461,288230380447867410,credit_data_error
112,114,111,112,101,114,116,121,0,0,0,0,7146.153846153846,7206040880934027296,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664,credit_data_error
116,121,112,101,0,0,0,0,0,0,0,0,3507.6923076923076,9008298767425536,credit_data_error
105,110,118,97,108,105,100,0,0,0,0,0,5876.923076923077,1168275276288,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802,credit_data_error
99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784,credit_data_error
105,110,102,111,114,109,97,116,105,111,110,0,9576.923076923076,4504016349429762,credit_data_error
116,114,121,0,0,0,0,0,0,0,0,0,2723.076923076923,5243008,credit_data_error
115,112,101,99,105,102,105,101,100,0,0,0,7507.692307692308,1134970878566416,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664,credit_data_error
101,120,112,105,114,97,116,105,111,110,0,0,8738.461538461539,6388391273515974656,credit_data_error
100,97,116,101,0,0,0,0,0,0,0,0,3230.7692307692305,35184372088850,credit_data_error
105,110,118,97,108,105,100,0,0,0,0,0,5876.923076923077,1168275276288,credit_data_error
115,112,101,99,105,102,105,101,100,0,0,0,7507.692307692308,1134970878566416,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664,credit_data_error
101,120,112,105,114,97,116,105,111,110,0,0,8738.461538461539,6388391273515974656,credit_data_error
100,97,116,101,0,0,0,0,0,0,0,0,3230.7692307692305,35184372088850,credit_data_error
105,110,118,97,108,105,100,0,0,0,0,0,5876.923076923077,1168275276288,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802,credit_data_error
99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784,credit_data_error
105,110,102,111,114,109,97,116,105,111,110,0,9576.923076923076,4504016349429762,credit_data_error
116,114,121,0,0,0,0,0,0,0,0,0,2723.076923076923,5243008,credit_data_error
115,112,101,99,105,102,105,101,100,0,0,0,7507.692307692308,1134970878566416,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664,credit_data_error
110,117,109,98,101,114,0,0,0,0,0,0,5107.692307692308,5764616354560737282,credit_data_error
105,110,118,97,108,105,100,0,0,0,0,0,5876.923076923077,1168275276288,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802,credit_data_error
99,104,101,99,107,0,0,0,0,0,0,0,4000,4611694952093581312,credit_data_error
110,117,109,98,101,114,0,0,0,0,0,0,5107.692307692308,5764616354560737282,credit_data_error
112,114,111,118,105,100,101,100,0,0,0,0,6838.461538461538,612780095270289440,credit_data_error
116,114,121,0,0,0,0,0,0,0,0,0,2723.076923076923,5243008,credit_data_error
114,101,113,117,101,115,116,0,0,0,0,0,6138.461538461538,-4611650834051104754,credit_data_error
99,97,110,0,0,0,0,0,0,0,0,0,2376.9230769230767,134218768,credit_data_error
112,114,111,99,101,115,115,101,100,0,0,0,7723.076923076923,18304721140056096,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802,credit_data_error
118,101,114,105,102,121,0,0,0,0,0,0,5200,577235083384061952,credit_data_error
98,105,108,108,105,110,103,0,0,0,0,0,5830.7692307692305,579842918798852096,credit_data_error
97,100,100,114,101,115,115,0,0,0,0,0,5869.230769230769,153157571706896904,credit_data_error
99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784,credit_data_error
116,114,121,0,0,0,0,0,0,0,0,0,2723.076923076923,5243008,credit_data_error
114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180,credit_data_error
99,97,110,0,0,0,0,0,0,0,0,0,2376.9230769230767,134218768,credit_data_error
112,114,111,99,101,115,115,101,100,0,0,0,7723.076923076923,18304721140056096,credit_data_error
118,101,114,105,102,121,0,0,0,0,0,0,5200,577235083384061952,credit_data_error
110,117,109,98,101,114,0,0,0,0,0,0,5107.692307692308,5764616354560737282,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664,credit_data_error
101,120,112,105,114,97,116,105,111,110,0,0,8738.461538461539,6388391273515974656,credit_data_error
100,97,116,101,0,0,0,0,0,0,0,0,3230.7692307692305,35184372088850,credit_data_error
99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784,credit_data_error
116,114,121,0,0,0,0,0,0,0,0,0,2723.076923076923,5243008,credit_data_error
114,101,115,101,114,118,97,116,105,111,110,0,9669.23076923077,-8646330738113757180,credit_data_error
99,97,110,0,0,0,0,0,0,0,0,0,2376.9230769230767,134218768,credit_data_error
112,114,111,99,101,115,115,101,100,0,0,0,7723.076923076923,18304721140056096,credit_data_error
118,101,114,105,102,121,0,0,0,0,0,0,5200,577235083384061952,credit_data_error
110,117,109,98,101,114,0,0,0,0,0,0,5107.692307692308,5764616354560737282,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664,credit_data_error
99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784,credit_data_error
116,114,121,0,0,0,0,0,0,0,0,0,2723.076923076923,5243008,credit_data_error
115,111,114,114,121,0,0,0,0,0,0,0,4500,9016064068288576,credit_data_error
117,110,97,98,108,101,0,0,0,0,0,0,4969.2307692307695,2594073385416787968,credit_data_error
112,114,111,99,101,115,115,0,0,0,0,0,6061.538461538461,290305450704928,credit_data_error
114,101,113,117,101,115,116,0,0,0,0,0,6138.461538461538,-4611650834051104754,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664,credit_data_error
110,117,109,98,101,114,0,0,0,0,0,0,5107.692307692308,5764616354560737282,credit_data_error
101,110,116,101,114,101,100,0,0,0,0,0,5876.923076923077,576496490726694912,credit_data_error
109,97,121,0,0,0,0,0,0,0,0,0,2538.4615384615386,13510798884208640,credit_data_error
99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802,credit_data_error
118,101,114,105,102,121,0,0,0,0,0,0,5200,577235083384061952,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664,credit_data_error
110,117,109,98,101,114,0,0,0,0,0,0,5107.692307692308,5764616354560737282,credit_data_error
99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784,credit_data_error
116,114,121,0,0,0,0,0,0,0,0,0,2723.076923076923,5243008,credit_data_error
101,114,114,111,114,115,114,101,115,105,110,102,30176.923076923074,1568845949248530067,credit_data_error
109,115,116,101,114,114,116,114,97,118,99,99,24069.23076923077,4641736635438105890,credit_data_error
115,111,114,114,121,0,0,0,0,0,0,0,4500,9016064068288576,credit_data_error
115,121,115,116,101,109,0,0,0,0,0,0,5323.076923076923,144405613766508544,credit_data_error
99,97,110,0,0,0,0,0,0,0,0,0,2376.9230769230767,134218768,credit_data_error
97,117,116,104,101,110,116,105,99,97,116,101,10346.153846153846,7494026820010967553,credit_data_error
105,110,102,111,114,109,97,116,105,111,110,0,9576.923076923076,4504016349429762,credit_data_error
112,114,111,118,105,100,101,100,0,0,0,0,6838.461538461538,612780095270289440,credit_data_error
105,110,102,111,114,109,97,116,105,111,110,0,9576.923076923076,4504016349429762,credit_data_error
109,105,115,109,97,116,99,104,0,0,0,0,6784.615384615385,1164181055915163648,credit_data_error
111,99,99,117,114,114,101,100,0,0,0,0,6792.307692307692,-8646905237170290544,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802,credit_data_error
118,101,114,105,102,121,0,0,0,0,0,0,5200,577235083384061952,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664,credit_data_error
98,105,108,108,105,110,103,0,0,0,0,0,5830.7692307692305,579842918798852096,credit_data_error
105,110,102,111,114,109,97,116,105,111,110,0,9576.923076923076,4504016349429762,credit_data_error
99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784,credit_data_error
116,114,121,0,0,0,0,0,0,0,0,0,2723.076923076923,5243008,credit_data_error
115,111,114,114,121,0,0,0,0,0,0,0,4500,9016064068288576,credit_data_error
115,121,115,116,101,109,0,0,0,0,0,0,5323.076923076923,144405613766508544,credit_data_error
99,97,110,0,0,0,0,0,0,0,0,0,2376.9230769230767,134218768,credit_data_error
97,117,116,104,101,110,116,105,99,97,116,101,10346.153846153846,7494026820010967553,credit_data_error
105,110,102,111,114,109,97,116,105,111,110,0,9576.923076923076,4504016349429762,credit_data_error
112,114,111,118,105,100,101,100,0,0,0,0,6838.461538461538,612780095270289440,credit_data_error
105,110,102,111,114,109,97,116,105,111,110,0,9576.923076923076,4504016349429762,credit_data_error
109,105,115,109,97,116,99,104,0,0,0,0,6784.615384615385,1164181055915163648,credit_data_error
111,99,99,117,114,114,101,100,0,0,0,0,6792.307692307692,-8646905237170290544,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802,credit_data_error
118,101,114,105,102,121,0,0,0,0,0,0,5200,577235083384061952,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664,credit_data_error
98,105,108,108,105,110,103,0,0,0,0,0,5830.7692307692305,579842918798852096,credit_data_error
105,110,102,111,114,109,97,116,105,111,110,0,9576.923076923076,4504016349429762,credit_data_error
99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784,credit_data_error
116,114,121,0,0,0,0,0,0,0,0,0,2723.076923076923,5243008,credit_data_error
115,111,114,114,121,0,0,0,0,0,0,0,4500,9016064068288576,credit_data_error
115,121,115,116,101,109,0,0,0,0,0,0,5323.076923076923,144405613766508544,credit_data_error
99,97,110,0,0,0,0,0,0,0,0,0,2376.9230769230767,134218768,credit_data_error
97,117,116,104,101,110,116,105,99,97,116,101,10346.153846153846,7494026820010967553,credit_data_error
105,110,102,111,114,109,97,116,105,111,110,0,9576.923076923076,4504016349429762,credit_data_error
112,114,111,118,105,100,101,100,0,0,0,0,6838.461538461538,612780095270289440,credit_data_error
105,110,102,111,114,109,97,116,105,111,110,0,9576.923076923076,4504016349429762,credit_data_error
109,105,115,109,97,116,99,104,0,0,0,0,6784.615384615385,1164181055915163648,credit_data_error
111,99,99,117,114,114,101,100,0,0,0,0,6792.307692307692,-8646905237170290544,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802,credit_data_error
118,101,114,105,102,121,0,0,0,0,0,0,5200,577235083384061952,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664,credit_data_error
98,105,108,108,105,110,103,0,0,0,0,0,5830.7692307692305,579842918798852096,credit_data_error
105,110,102,111,114,109,97,116,105,111,110,0,9576.923076923076,4504016349429762,credit_data_error
99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784,credit_data_error
116,114,121,0,0,0,0,0,0,0,0,0,2723.076923076923,5243008,credit_data_error
101,114,114,111,114,115,114,101,115,105,110,102,13307.692307692307,397486647584809491,credit_data_error
109,115,116,101,114,114,116,114,97,118,99,99,16976.923076923078,65938008672866592,credit_data_error
115,111,114,114,121,0,0,0,0,0,0,0,4500,9016064068288576,credit_data_error
117,110,97,98,108,101,0,0,0,0,0,0,4969.2307692307695,2594073385416787968,credit_data_error
112,114,111,99,101,115,115,0,0,0,0,0,6061.538461538461,290305450704928,credit_data_error
114,101,113,117,101,115,116,0,0,0,0,0,6138.461538461538,-4611650834051104754,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802,credit_data_error
118,101,114,105,102,121,0,0,0,0,0,0,5200,577235083384061952,credit_data_error
98,105,108,108,105,110,103,0,0,0,0,0,5830.7692307692305,579842918798852096,credit_data_error
97,100,100,114,101,115,115,0,0,0,0,0,5869.230769230769,153157571706896904,credit_data_error
99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784,credit_data_error
116,114,121,0,0,0,0,0,0,0,0,0,2723.076923076923,5243008,credit_data_error
115,111,114,114,121,0,0,0,0,0,0,0,4500,9016064068288576,credit_data_error
117,110,97,98,108,101,0,0,0,0,0,0,4969.2307692307695,2594073385416787968,credit_data_error
112,114,111,99,101,115,115,0,0,0,0,0,6061.538461538461,290305450704928,credit_data_error
114,101,113,117,101,115,116,0,0,0,0,0,6138.461538461538,-4611650834051104754,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802,credit_data_error
118,101,114,105,102,121,0,0,0,0,0,0,5200,577235083384061952,credit_data_error
99,114,101,100,105,116,0,0,0,0,0,0,5000,2306124484325801986,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664,credit_data_error
110,117,109,98,101,114,0,0,0,0,0,0,5107.692307692308,5764616354560737282,credit_data_error
101,120,112,105,114,97,116,105,111,110,0,0,8738.461538461539,6388391273515974656,credit_data_error
100,97,116,101,0,0,0,0,0,0,0,0,3230.7692307692305,35184372088850,credit_data_error
99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784,credit_data_error
116,114,121,0,0,0,0,0,0,0,0,0,2723.076923076923,5243008,credit_data_error
115,111,114,114,121,0,0,0,0,0,0,0,4500,9016064068288576,credit_data_error
117,110,97,98,108,101,0,0,0,0,0,0,4969.2307692307695,2594073385416787968,credit_data_error
112,114,111,99,101,115,115,0,0,0,0,0,6061.538461538461,290305450704928,credit_data_error
114,101,113,117,101,115,116,0,0,0,0,0,6138.461538461538,-4611650834051104754,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664,credit_data_error
110,117,109,98,101,114,0,0,0,0,0,0,5107.692307692308,5764616354560737282,credit_data_error
101,110,116,101,114,101,100,0,0,0,0,0,5876.923076923077,576496490726694912,credit_data_error
109,97,121,0,0,0,0,0,0,0,0,0,2538.4615384615386,13510798884208640,credit_data_error
99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802,credit_data_error
118,101,114,105,102,121,0,0,0,0,0,0,5200,577235083384061952,credit_data_error
99,97,114,100,0,0,0,0,0,0,0,0,3200,1224979098778993664,credit_data_error
110,117,109,98,101,114,0,0,0,0,0,0,5107.692307692308,5764616354560737282,credit_data_error
99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784,credit_data_error
116,114,121,0,0,0,0,0,0,0,0,0,2723.076923076923,5243008,credit_data_error
115,111,114,114,121,0,0,0,0,0,0,0,4500,9016064068288576,credit_data_error
117,110,97,98,108,101,0,0,0,0,0,0,4969.2307692307695,2594073385416787968,credit_data_error
112,114,111,99,101,115,115,0,0,0,0,0,6061.538461538461,290305450704928,credit_data_error
114,101,113,117,101,115,116,0,0,0,0,0,6138.461538461538,-4611650834051104754,credit_data_error
101,120,112,105,114,97,116,105,111,110,0,0,8738.461538461539,6388391273515974656,credit_data_error
100,97,116,101,0,0,0,0,0,0,0,0,3230.7692307692305,35184372088850,credit_data_error
101,110,116,101,114,101,100,0,0,0,0,0,5876.923076923077,576496490726694912,credit_data_error
109,97,121,0,0,0,0,0,0,0,0,0,2538.4615384615386,13510798884208640,credit_data_error
99,111,114,114,101,99,116,0,0,0,0,0,5961.538461538461,4899916394718560784,credit_data_error
112,108,101,97,115,101,0,0,0,0,0,0,4992.307692307692,1153202984952268802,credit_data_error
118,101,114,105,102,121,0,0,0,0,0,0,5200,577235083384061952,credit_data_error
101,120,112,105,114,97,116,105,111,110,0,0,8738.461538461539,6388391273515974656,credit_data_error
