ByteRange0,ByteRange1,ByteRange2,ByteRange3,ByteRange4,ByteRange5,ByteRange6,ByteRange7,ByteRange8,ByteRange9,ByteRange10,ByteRange11,FitValue
97,108,114,101,97,100,121,0,0,0,0,0,0.013874818734963365
112,114,111,99,101,115,115,101,100,0,0,0,0.013867221919825125
99,97,110,99,101,108,108,101,100,0,0,0,0.013860178864186393
112,108,101,97,115,101,0,0,0,0,0,0,0.01385425119466234
99,97,108,108,0,0,0,0,0,0,0,0,0.013849980413839962
117,115,0,0,0,0,0,0,0,0,0,0,0.01384730891736302
105,110,102,111,114,109,97,116,105,111,110,0,0.013839234552470445
114,101,115,110,111,116,102,111,117,110,100,0,0.013830973493413345
114,101,113,117,101,115,116,101,100,0,0,0,0.013823330450641607
112,114,111,100,117,99,116,0,0,0,0,0,0.013816509706005255
97,108,114,101,97,100,121,0,0,0,0,0,0.013810067386258727
99,97,110,99,101,108,108,101,100,0,0,0,0.01380311281966837
114,101,115,101,114,118,97,116,105,111,110,0,0.013794981547908692
99,97,110,99,101,108,108,101,100,0,0,0,0.013788051681614542
114,101,115,101,114,118,97,116,105,111,110,0,0.013779950827000448
102,111,117,110,100,0,0,0,0,0,0,0,0.01377467390743955
114,101,115,101,114,118,97,116,105,111,110,0,0.013766598968911107
114,101,116,114,105,101,118,101,100,0,0,0,0.013759159896805357
114,101,115,101,114,118,97,116,105,111,110,0,0.013751115962417985
102,111,117,110,100,0,0,0,0,0,0,0,0.013745870065273951
115,121,115,116,101,109,0,0,0,0,0,0,0.01373957415923538
104,111,116,101,108,0,0,0,0,0,0,0,0.013734339055753605
99,111,110,102,105,114,109,97,116,105,111,110,0.013726542471372416
105,110,102,111,114,109,97,116,105,111,110,0,0.013718701713349098
112,114,111,118,105,100,101,100,0,0,0,0,0.01371173067883926
114,101,115,111,108,118,101,100,0,0,0,0,0.013704688100695668
118,97,108,105,100,0,0,0,0,0,0,0,0.013699630297695985
114,101,99,111,114,100,0,0,0,0,0,0,0.013693836084224798
114,111,111,109,115,0,0,0,0,0,0,0,0.013688415332732972
104,111,116,101,108,0,0,0,0,0,0,0,0.013683232572108227
114,101,115,101,114,118,97,116,105,111,110,0,0.013675330701995942
99,97,110,99,101,108,108,101,100,0,0,0,0.013668585686248366
112,114,111,100,117,99,116,0,0,0,0,0,0.013661981871881048
99,117,114,114,101,110,116,108,121,0,0,0,0.013654365375483346
97,118,97,105,108,97,98,108,101,0,0,0,0.013647582758646986
114,101,113,117,101,115,116,0,0,0,0,0,0.01364091530297565
97,108,114,101,97,100,121,0,0,0,0,0,0.013634706581232166
112,114,111,99,101,115,115,101,100,0,0,0,0.013627504033171782
99,97,110,99,101,108,108,101,100,0,0,0,0.013620831097949924
114,101,115,101,114,118,97,116,105,111,110,0,0.013613047415761253
102,111,117,110,100,0,0,0,0,0,0,0,0.013607942586073226
117,110,97,98,108,101,0,0,0,0,0,0,0.013602346735380123
99,97,110,99,101,108,0,0,0,0,0,0,0.01359695163163386
114,101,115,101,114,118,97,116,105,111,110,0,0.01358921168812363
117,110,97,98,108,101,0,0,0,0,0,0,0.013583637304522334
99,97,110,99,101,108,0,0,0,0,0,0,0.01357826296477269
114,101,115,101,114,118,97,116,105,111,110,0,0.013570557806714718
117,110,107,110,111,119,110,0,0,0,0,0,0.013563917097314521
101,114,114,111,114,0,0,0,0,0,0,0,0.013558701867842016
111,99,99,117,114,114,101,100,0,0,0,0,0.013552032632140379
112,108,101,97,115,101,0,0,0,0,0,0,0.013546465528657807
99,97,108,108,0,0,0,0,0,0,0,0,0.013542442751929217
117,115,0,0,0,0,0,0,0,0,0,0,0.013539919679791443
105,110,102,111,114,109,97,116,105,111,110,0,0.013532419123751374
102,105,110,100,0,0,0,0,0,0,0,0,0.013528350772046858
98,111,111,107,105,110,103,0,0,0,0,0,0.013522206819979368
102,105,110,100,0,0,0,0,0,0,0,0,0.013518145978532225
114,101,115,101,114,118,97,116,105,111,110,0,0.013510549030511158
99,111,109,111,114,98,105,116,122,116,98,115,0.013524918663856116
104,111,116,101,108,0,0,0,0,0,0,0,0.013519922977578954
112,114,101,99,97,110,99,101,108,0,0,0,0.013513235977646386
102,97,105,108,101,100,0,0,0,0,0,0,0.013507972362255897
99,111,109,111,114,98,105,116,122,116,98,115,0.013583643356406166
112,114,111,100,117,99,116,116,121,112,101,104,0.0135767921753928
101,114,114,111,114,111,114,100,101,114,99,117,0.013597589545915315
101,114,114,111,114,111,114,100,101,114,108,105,0.013595505156265925
101,114,114,111,114,111,114,100,101,114,110,117,0.0135957181939852
102,111,114,111,114,100,101,114,110,117,109,111,0.0135990508918344
109,117,108,116,105,99,117,114,114,101,110,99,0.013599355329107918
99,111,109,111,114,98,105,116,122,116,98,115,0.01404102201439792
99,111,109,111,114,98,105,116,122,116,98,115,0.014455949281395531
99,111,109,111,114,98,105,116,122,116,98,115,0.014736651018809277
99,111,109,111,114,98,105,116,122,116,98,115,0.015155120699410293
109,121,115,116,105,113,117,101,99,97,110,99,0.015148814752201242
98,111,111,107,105,110,103,0,0,0,0,0,0.015142078602235026
102,111,117,110,100,0,0,0,0,0,0,0,0.015136666766350669
102,111,117,110,100,0,0,0,0,0,0,0,0.015131259528233465
112,114,111,100,117,99,116,0,0,0,0,0,0.015124257954655341
97,108,114,101,97,100,121,0,0,0,0,0,0.015117633054640856
99,97,110,99,101,108,108,101,100,0,0,0,0.015110351964272817
112,114,111,100,117,99,116,108,111,99,97,116,0.015103011317133746
114,101,99,111,114,100,0,0,0,0,0,0,0.015096977261882097
109,105,115,115,105,110,103,0,0,0,0,0,0.015090106492694927
112,114,111,99,101,115,115,0,0,0,0,0,0.015083184896020837
114,101,115,101,114,118,97,116,105,111,110,0,0.015074599791392683
102,111,117,110,100,0,0,0,0,0,0,0,0.01506925372294447
114,101,115,101,114,118,97,116,105,111,110,115,0.015062964627455388
114,111,111,109,0,0,0,0,0,0,0,0,0.015058344909239954
102,111,117,110,100,0,0,0,0,0,0,0,0.015053018850713792
114,101,115,101,114,118,97,116,105,111,110,0,0.015044494761496396
99,97,110,99,101,108,101,100,0,0,0,0,0.015037783904710457
99,97,110,99,101,108,0,0,0,0,0,0,0.015032117315341
100,97,116,101,0,0,0,0,0,0,0,0,0.015027883599776621
112,97,115,115,101,100,0,0,0,0,0,0,0.015021922630218093
99,97,110,99,101,108,108,97,116,105,111,110,0.015013874618185884
100,101,97,100,108,105,110,101,0,0,0,0,0.015007121097463957
112,97,115,115,101,100,0,0,0,0,0,0,0.015001183028008673
99,97,110,99,101,108,108,97,116,105,111,110,0.01500226817403475
99,97,110,99,101,108,100,97,116,101,112,97,0.014994982434655683
104,111,116,101,108,0,0,0,0,0,0,0,0.014989729489117433
112,114,101,99,97,110,99,101,108,0,0,0,0.014982450883710946
102,97,105,108,101,100,0,0,0,0,0,0,0.014976866967697119
114,101,115,0,0,0,0,0,0,0,0,0,0.014973354014260582
99,97,110,99,101,108,108,101,100,0,0,0,0.014966305599231343
114,101,115,99,97,110,99,101,108,108,101,100,0.014958468663909723
114,101,115,101,114,118,97,116,105,111,110,0,0.014950133075955663
99,97,110,99,101,108,108,101,100,0,0,0,0.01494311945798316
114,101,115,101,114,118,97,116,105,111,110,0,0.014934811658059157
99,97,110,99,101,108,108,101,100,0,0,0,0.014927820343298733
111,110,108,105,110,101,0,0,0,0,0,0,0.014921927225198799
114,101,115,101,114,118,97,116,105,111,110,0,0.014913656603174629
99,97,110,99,101,108,97,98,108,101,0,0,0.014906506503745486
122,101,114,111,0,0,0,0,0,0,0,0,0.014901989018235794
114,101,102,117,110,100,0,0,0,0,0,0,0.0148961350049722
108,97,116,101,0,0,0,0,0,0,0,0,0.014891921159269449
99,97,110,99,101,108,0,0,0,0,0,0,0.014886418485748096
114,101,115,101,114,118,97,116,105,111,110,0,0.014878207964686311
108,97,116,101,0,0,0,0,0,0,0,0,0.014874007103550017
99,97,110,99,101,108,0,0,0,0,0,0,0.014868522233430595
114,101,115,101,114,118,97,116,105,111,110,0,0.0148603421428675
108,97,116,101,0,0,0,0,0,0,0,0,0.014856154202268067
99,97,110,99,101,108,0,0,0,0,0,0,0.014850687046177891
114,101,115,101,114,118,97,116,105,111,110,0,0.014842537226470836
100,101,97,100,108,105,110,101,0,0,0,0,0.014836021339641755
100,97,116,101,0,0,0,0,0,0,0,0,0.014831941245444994
112,97,115,115,101,100,0,0,0,0,0,0,0.014826204906556097
117,110,97,98,108,101,0,0,0,0,0,0,0.014820575544818484
99,97,110,99,101,108,0,0,0,0,0,0,0.014815142945282191
114,101,115,101,114,118,97,116,105,111,110,0,0.01480705230395506
117,110,97,98,108,101,0,0,0,0,0,0,0.014801442564140309
99,97,110,99,101,108,0,0,0,0,0,0,0.01479602895616001
114,101,115,101,114,118,97,116,105,111,110,0,0.01478797072469193
112,108,101,97,115,101,0,0,0,0,0,0,0.014782346913504513
99,111,110,116,97,99,116,0,0,0,0,0,0.01477604382312401
99,117,115,116,111,109,101,114,0,0,0,0,0.014768939138933035
115,101,114,118,105,99,101,0,0,0,0,0,0.014762595595283815
117,110,97,98,108,101,0,0,0,0,0,0,0.014757030213957285
99,97,110,99,101,108,0,0,0,0,0,0,0.014751659543099784
114,101,115,101,114,118,97,116,105,111,110,0,0.01474367478084622
114,101,115,101,114,118,97,116,105,111,110,0,0.01473570449023042
112,101,110,100,105,110,103,0,0,0,0,0,0.014729534025440907
112,108,101,97,115,101,0,0,0,0,0,0,0.01472396948910519
99,111,110,116,97,99,116,0,0,0,0,0,0.014717734408401429
99,117,115,116,111,109,101,114,0,0,0,0,0.014710707994024453
115,101,114,118,105,99,101,0,0,0,0,0,0.014704432738347175
117,110,97,98,108,101,0,0,0,0,0,0,0.014698925910841733
99,97,110,99,101,108,0,0,0,0,0,0,0.014693611913932236
114,101,115,101,114,118,97,116,105,111,110,0,0.01468572389086745
114,101,115,101,114,118,97,116,105,111,110,0,0.014677850084719078
109,97,110,117,97,108,108,121,0,0,0,0,0.014671042723874586
98,111,111,107,101,100,0,0,0,0,0,0,0.014665603247173888
112,108,101,97,115,101,0,0,0,0,0,0,0.01466010304285568
99,111,110,116,97,99,116,0,0,0,0,0,0.014653941768403761
99,117,115,116,111,109,101,114,0,0,0,0,0.014647000289328705
115,101,114,118,105,99,101,0,0,0,0,0,0.01464079914400911
117,110,97,98,108,101,0,0,0,0,0,0,0.014635355868683452
111,98,116,97,105,110,0,0,0,0,0,0,0.014629852194684982
99,97,110,99,101,108,108,97,116,105,111,110,0.014622492562614619
110,117,109,98,101,114,0,0,0,0,0,0,0.014616872032262153
112,108,101,97,115,101,0,0,0,0,0,0,0.01461142023508655
99,111,110,116,97,99,116,0,0,0,0,0,0.014605314500347013
99,117,115,116,111,109,101,114,0,0,0,0,0.014598436939544894
115,101,114,118,105,99,101,0,0,0,0,0,0.014592291564245269
98,111,111,107,105,110,103,0,0,0,0,0,0.01458623980875243
99,97,110,99,101,108,108,101,100,0,0,0,0.014579715420128585
111,110,108,105,110,101,0,0,0,0,0,0,0.01457418104600398
98,111,111,107,105,110,103,0,0,0,0,0,0.014568149690001002
99,97,110,99,101,108,108,101,100,0,0,0,0.01456164887416315
99,97,110,0,0,0,0,0,0,0,0,0,0.014558634474434578
99,97,110,99,101,108,0,0,0,0,0,0,0.014553455241776515
99,97,110,99,101,108,108,97,98,108,101,0,0.01454661568511885
99,97,110,99,101,108,108,101,100,0,0,0,0.014540143857424139
99,111,109,111,114,98,105,116,122,116,98,115,0.014579348776578254
99,111,109,111,114,98,105,116,122,119,115,104,0.01597784521738372
99,111,109,111,114,98,105,116,122,119,115,104,0.016359954241822024
99,111,109,111,114,98,105,116,122,119,115,116,0.016692413816778988
99,111,109,111,114,98,105,116,122,119,115,116,0.01689264545049485
100,101,97,100,108,105,110,101,0,0,0,0,0.016885368734370774
100,97,116,101,0,0,0,0,0,0,0,0,0.016880959193657064
112,97,115,115,101,100,0,0,0,0,0,0,0.016874675762008073
101,114,114,111,114,114,101,115,109,111,100,105,0.016865484328838918
99,104,97,110,103,101,115,0,0,0,0,0,0.016858709756014643
97,108,108,111,119,101,100,0,0,0,0,0,0.01685176323345358
101,114,114,111,114,98,108,111,99,107,115,112,0.016842337860875824
101,114,114,111,114,99,97,110,99,101,108,111,0.016834424742209815
101,114,114,111,114,110,111,110,114,101,102,117,0.016830138339712048
114,101,115,101,114,118,97,116,105,111,110,0,0.01682092878341413
110,111,110,114,101,102,117,110,100,97,98,108,0.01681174487768918
101,114,114,111,114,111,114,100,101,114,108,105,0.01681255286219156
109,117,108,116,105,112,108,101,110,111,116,115,0.016803811883894244
109,121,115,116,105,113,117,101,99,97,110,99,0.016795720835455934
114,101,102,117,110,100,0,0,0,0,0,0,0.016789519258477957
99,97,110,99,101,108,97,98,108,101,0,0,0.01678166189752615
99,97,110,99,101,108,108,97,98,108,101,0,0.016773458430061207
112,114,111,100,117,99,116,112,114,101,99,97,0.016766143343757953
110,117,108,108,0,0,0,0,0,0,0,0,0.01676150954865226
101,109,112,116,121,0,0,0,0,0,0,0,0.0167558864948746
114,101,102,101,114,101,110,99,101,0,0,0,0.016748142474147836
105,116,105,110,101,114,97,114,121,0,0,0,0.016739942645715166
110,117,109,98,101,114,0,0,0,0,0,0,0.016733742232287806
113,117,101,115,116,105,111,110,115,0,0,0,0.016725329033110095
114,101,103,97,114,100,105,110,103,0,0,0,0.01671757782544428
115,116,97,116,117,115,0,0,0,0,0,0,0.01671108540673245
114,101,115,101,114,118,97,116,105,111,110,0,0.016702110980846476
117,110,99,97,110,99,101,108,97,98,108,101,0.01669364514418595
117,110,99,97,110,99,101,108,108,97,98,108,0.016685026327670785
122,101,114,111,0,0,0,0,0,0,0,0,0.016680391760513266
114,101,102,117,110,100,0,0,0,0,0,0,0.016674308054248545
117,102,111,114,109,97,116,0,0,0,0,0,0.01666736285638805
101,114,114,111,114,0,0,0,0,0,0,0,0.016661878162763048
111,112,116,105,111,110,97,108,0,0,0,0,0.016654377880184333
102,105,101,108,100,0,0,0,0,0,0,0,0.01664934049586092
110,111,116,112,114,111,99,101,115,115,101,100,0.016640268394319393
98,117,115,105,110,101,115,115,108,111,103,105,0.016631175923557836
101,114,114,115,119,115,104,111,115,116,101,114,0.016626289661720743
97,100,100,114,101,115,115,0,0,0,0,0,0.016619683150096244
99,97,116,101,103,111,114,121,0,0,0,0,0.016612338649982922
101,120,0,0,0,0,0,0,0,0,0,0,0.01660990509960762
104,111,109,101,0,0,0,0,0,0,0,0,0.016605591374211255
119,111,114,107,0,0,0,0,0,0,0,0,0.016600983733103675
101,116,99,0,0,0,0,0,0,0,0,0,0.01659764955005555
114,101,113,117,105,114,101,100,0,0,0,0,0.016590295395421704
99,99,0,0,0,0,0,0,0,0,0,0,0.01658813076128758
97,99,99,111,117,110,116,0,0,0,0,0,0.01658148255331522
110,97,109,101,0,0,0,0,0,0,0,0,0.01657727691239251
101,114,114,111,114,0,0,0,0,0,0,0,0.016571874025569068
99,99,0,0,0,0,0,0,0,0,0,0,0.016569714735610874
110,97,109,101,0,0,0,0,0,0,0,0,0.01656551582408549
101,114,114,111,114,0,0,0,0,0,0,0,0.01656012172391078
99,115,118,102,97,105,108,0,0,0,0,0,0.016553557666905302
99,114,101,100,105,116,0,0,0,0,0,0,0.01654770057185546
99,97,114,100,0,0,0,0,0,0,0,0,0.016543593889243393
101,114,114,111,114,0,0,0,0,0,0,0,0.01653821673251535
99,114,101,100,105,116,0,0,0,0,0,0,0.016532372694644824
99,97,114,100,0,0,0,0,0,0,0,0,0.016528274791595788
116,121,112,101,0,0,0,0,0,0,0,0,0.016523727762479238
105,110,118,97,108,105,100,0,0,0,0,0,0.016517210661223875
99,114,101,100,105,116,0,0,0,0,0,0,0.016511384648976165
99,97,114,100,0,0,0,0,0,0,0,0,0.0165072988717445
116,121,112,101,0,0,0,0,0,0,0,0,0.016502765218933055
97,99,99,101,112,116,101,100,0,0,0,0,0.01649596695870861
112,114,111,112,101,114,116,121,0,0,0,0,0.01648832276679045
104,111,110,111,114,0,0,0,0,0,0,0,0.016483033364063333
112,105,99,107,117,112,0,0,0,0,0,0,0.016477046437968147
109,101,115,115,97,103,101,0,0,0,0,0,0.016470598238622024
104,111,116,101,108,0,0,0,0,0,0,0,0.016465434413204055
98,111,111,107,105,110,103,0,0,0,0,0,0.016458952931389766
101,114,114,111,114,0,0,0,0,0,0,0,0.016453641389786798
99,97,114,100,0,0,0,0,0,0,0,0,0.016449589363384202
102,97,105,108,117,114,101,0,0,0,0,0,0.016443134576794933
112,114,111,99,101,115,115,105,110,103,0,0,0.01643500068173632
112,114,111,98,108,101,109,0,0,0,0,0,0.01642846101170903
99,97,114,100,0,0,0,0,0,0,0,0,0.016424424200523268
112,114,111,98,108,101,109,0,0,0,0,0,0.01641789507842663
105,110,118,97,108,105,100,0,0,0,0,0,0.016411483739562145
99,114,101,100,105,116,0,0,0,0,0,0,0.01640575009594097
99,97,114,100,0,0,0,0,0,0,0,0,0.016401726526019348
100,97,116,97,0,0,0,0,0,0,0,0,0.01639770518795014
112,114,111,118,105,100,101,100,0,0,0,0,0.01639062111263751
112,108,101,97,115,101,0,0,0,0,0,0,0.016384916467651407
114,101,118,105,101,119,0,0,0,0,0,0,0.016378951179511013
99,111,114,114,101,99,116,0,0,0,0,0,0.016372456619574156
112,97,121,109,101,110,116,102,97,105,108,117,0.01636376144190225
112,97,121,109,101,110,116,0,0,0,0,0,0.016357152198151096
102,97,105,108,117,114,101,0,0,0,0,0,0.016350792134309112
104,97,112,112,101,110,101,100,0,0,0,0,0.016344027662275135
112,104,111,110,101,0,0,0,0,0,0,0,0.016338983826660467
99,97,116,101,103,111,114,121,0,0,0,0,0.016331957576919586
101,120,0,0,0,0,0,0,0,0,0,0,0.01632961721316548
104,111,109,101,0,0,0,0,0,0,0,0,0.016325474866871855
119,111,114,107,0,0,0,0,0,0,0,0,0.016321049617089016
101,116,99,0,0,0,0,0,0,0,0,0,0.016317845400264
114,101,113,117,105,114,101,100,0,0,0,0,0.016310809258611184
112,108,101,97,115,101,0,0,0,0,0,0,0.016305175285876484
112,114,111,118,105,100,101,0,0,0,0,0,0.01629868038181955
118,97,108,105,100,0,0,0,0,0,0,0,0.016293779383036732
99,114,101,100,105,116,0,0,0,0,0,0,0.016288148993053673
99,97,114,100,0,0,0,0,0,0,0,0,0.016284195022997237
100,101,116,97,105,108,115,0,0,0,0,0,0.016277928202283104
105,110,118,97,108,105,100,99,114,101,100,105,0.016270282171899794
99,114,101,100,105,116,0,0,0,0,0,0,0.016264675228415123
99,97,114,100,0,0,0,0,0,0,0,0,0.01626073714819204
100,101,116,97,105,108,115,0,0,0,0,0,0.01625449693787107
99,111,110,116,97,105,110,115,0,0,0,0,0.0162475574210642
105,110,118,97,108,105,100,0,0,0,0,0,0.01624131958355368
118,97,108,117,101,115,0,0,0,0,0,0,0.01623551005152575
112,108,101,97,115,101,0,0,0,0,0,0,0.016229943812653694
112,114,111,118,105,100,101,0,0,0,0,0,0.016223528431160084
118,97,108,105,100,0,0,0,0,0,0,0,0.016218685071287018
99,114,101,100,105,116,0,0,0,0,0,0,0.016213122269025704
99,97,114,100,0,0,0,0,0,0,0,0,0.016209213934006907
100,101,116,97,105,108,115,0,0,0,0,0,0.016203023988175688
105,110,118,97,108,105,100,99,114,101,100,105,0.016195515561472505
99,111,109,111,114,98,105,116,122,116,98,115,0.01620074133882847
117,110,107,110,111,119,110,0,0,0,0,0,0.016194129266997204
101,120,99,101,112,116,105,111,110,0,0,0,0.016186767411161592
99,97,117,103,104,116,0,0,0,0,0,0,0.01618123984876145
115,116,97,99,107,0,0,0,0,0,0,0,0.016176379053927888
99,111,109,111,114,98,105,116,122,111,109,112,0.016194911325905198
102,97,105,108,101,100,0,0,0,0,0,0,0.01618964578376077
108,97,112,115,97,110,103,0,0,0,0,0,0.01618352171856414
115,101,114,118,105,99,101,0,0,0,0,0,0.016177286304919783
105,110,118,111,99,97,116,105,111,110,0,0,0.01616960725139232
114,101,113,117,101,115,116,117,114,108,0,0,0.016161577319967764
104,116,116,112,116,101,97,107,101,116,116,108,0.016202782830549715
112,108,101,97,115,101,0,0,0,0,0,0,0.01619732380046571
112,114,111,118,105,100,101,0,0,0,0,0,0.016191032517303028
118,97,108,105,100,0,0,0,0,0,0,0,0.016186281776779856
99,114,101,100,105,116,0,0,0,0,0,0,0.016180825877152184
99,97,114,100,0,0,0,0,0,0,0,0,0.01617699183435022
100,101,116,97,105,108,115,0,0,0,0,0,0.016170921416629465
105,110,118,97,108,105,100,99,114,101,100,105,0.01616357637631145
99,111,109,111,114,98,105,116,122,116,98,115,0.016168787579693252
117,110,107,110,111,119,110,0,0,0,0,0,0.016162302364293245
101,120,99,101,112,116,105,111,110,0,0,0,0.01615508370540078
99,97,117,103,104,116,0,0,0,0,0,0,0.01614966156539682
115,116,97,99,107,0,0,0,0,0,0,0,0.01614489288583822
99,111,109,111,114,98,105,116,122,111,109,112,0.016163202944304695
102,97,105,108,101,100,0,0,0,0,0,0,0.01615803763425157
108,97,112,115,97,110,103,0,0,0,0,0,0.016152030636824785
115,101,114,118,105,99,101,0,0,0,0,0,0.016145914253070034
105,110,118,111,99,97,116,105,111,110,0,0,0.016138384757342958
114,101,113,117,101,115,116,117,114,108,0,0,0.016130510682714698
104,116,116,112,97,109,101,120,97,112,112,113,0.01618293523989799
110,115,116,97,116,117,115,109,101,115,115,97,0.016174632945331734
105,110,116,101,114,110,97,108,0,0,0,0,0.01616800684874591
115,101,114,118,101,114,0,0,0,0,0,0,0.016162360340591243
101,114,114,111,114,110,115,101,114,118,101,114,0.016154082209688555
97,112,97,99,104,101,99,111,121,111,116,101,0.016146420168931516
99,97,117,115,101,100,0,0,0,0,0,0,0.01614114730618799
99,111,109,111,114,98,105,116,122,108,97,112,0.016209907666431784
102,97,105,108,101,100,0,0,0,0,0,0,0.016204798157507517
108,97,112,115,97,110,103,0,0,0,0,0,0.01619885512730826
115,101,114,118,105,99,101,0,0,0,0,0,0.01619280388854624
105,110,118,111,99,97,116,105,111,110,0,0,0.016185349851853225
114,101,113,117,101,115,116,117,114,108,0,0,0.016177555043965605
104,116,116,112,97,109,101,120,97,112,112,113,0.01622906282075905
112,111,115,116,97,108,0,0,0,0,0,0,0.01622350376739955
99,111,100,101,0,0,0,0,0,0,0,0,0.016219761908393453
112,114,111,118,105,100,101,100,0,0,0,0,0.016213203605498824
115,112,101,99,105,102,105,101,100,0,0,0,0.016206499914620143
99,111,117,110,116,114,121,0,0,0,0,0,0.016200129306434042
115,116,97,116,101,0,0,0,0,0,0,0,0.016195353934871873
112,114,111,118,105,110,99,101,0,0,0,0,0.016188729623027594
114,101,113,117,105,114,101,100,0,0,0,0,0.016182163875515482
115,112,101,99,105,102,105,101,100,0,0,0,0.01617549567187418
99,111,117,110,116,114,121,0,0,0,0,0,0.016169156684760357
99,97,114,100,0,0,0,0,0,0,0,0,0.016165455777500937
115,101,99,117,114,105,116,121,0,0,0,0,0.016158680213253136
99,111,100,101,0,0,0,0,0,0,0,0,0.016154974845399406
101,110,116,101,114,101,100,0,0,0,0,0,0.01614911526317153
118,97,108,105,100,97,116,101,0,0,0,0,0.016142826557736724
99,114,101,100,105,116,0,0,0,0,0,0,0.016137586345782107
99,97,114,100,0,0,0,0,0,0,0,0,0.01613390278507089
112,108,101,97,115,101,0,0,0,0,0,0,0.016128679778080884
99,111,114,114,101,99,116,0,0,0,0,0,0.01612273274159497
114,101,115,117,98,109,105,116,0,0,0,0,0.016116135830658514
99,97,114,100,0,0,0,0,0,0,0,0,0.01611246401503099
116,121,112,101,0,0,0,0,0,0,0,0,0.016108388223266865
112,114,111,118,105,100,101,100,0,0,0,0,0.0161019483364727
97,99,99,101,112,116,101,100,0,0,0,0,0.016095880024439093
112,114,111,112,101,114,116,121,0,0,0,0,0.016089049012739616
99,114,101,100,105,116,0,0,0,0,0,0,0.01608385251883809
99,97,114,100,0,0,0,0,0,0,0,0,0.016080198441053718
117,115,101,100,0,0,0,0,0,0,0,0,0.01607631393107469
108,105,115,116,101,100,0,0,0,0,0,0,0.016071026408027225
114,101,99,111,114,100,0,0,0,0,0,0,0.01606580368128971
118,97,108,105,100,0,0,0,0,0,0,0,0.016061296007149277
99,97,114,100,0,0,0,0,0,0,0,0,0.016057653818596137
116,121,112,101,115,0,0,0,0,0,0,0,0.016052778967689252
112,114,111,112,101,114,116,121,0,0,0,0,0.01604599441868862
107,110,111,119,110,0,0,0,0,0,0,0,0.016041208586354497
98,111,111,107,101,100,0,0,0,0,0,0,0.016036120059454723
115,117,98,109,105,116,116,105,110,103,0,0,0.01602880064696924
114,101,115,101,114,118,97,116,105,111,110,0,0.016021222100256128
117,115,101,114,0,0,0,0,0,0,0,0,0.016017231805869243
109,117,115,116,0,0,0,0,0,0,0,0,0.01601314364049962
115,101,108,101,99,116,0,0,0,0,0,0,0.01600795826410364
97,110,111,116,104,101,114,0,0,0,0,0,0.016002134779670503
99,97,114,100,0,0,0,0,0,0,0,0,0.015998525143739166
116,121,112,101,0,0,0,0,0,0,0,0,0.015994517972336423
119,105,108,108,0,0,0,0,0,0,0,0,0.01599061284247024
97,99,99,101,112,116,101,100,0,0,0,0,0.01598465469955284
112,114,111,112,101,114,116,121,0,0,0,0,0.01597794565022243
99,114,101,100,105,116,0,0,0,0,0,0,0.015972838356816555
99,97,114,100,0,0,0,0,0,0,0,0,0.01596924443658098
116,121,112,101,0,0,0,0,0,0,0,0,0.01596525460833583
105,110,118,97,108,105,100,0,0,0,0,0,0.015959569612404644
112,108,101,97,115,101,0,0,0,0,0,0,0.015954486621032982
99,111,114,114,101,99,116,0,0,0,0,0,0.01594870235123035
105,110,102,111,114,109,97,116,105,111,110,0,0.01594135035153492
116,114,121,0,0,0,0,0,0,0,0,0,0.015938115758763933
115,112,101,99,105,102,105,101,100,0,0,0,0.015931718041155483
99,114,101,100,105,116,0,0,0,0,0,0,0.01592664833288844
99,97,114,100,0,0,0,0,0,0,0,0,0.01592307978749814
101,120,112,105,114,97,116,105,111,110,0,0,0.015915933739815463
100,97,116,101,0,0,0,0,0,0,0,0,0.015912331773919028
105,110,118,97,108,105,100,0,0,0,0,0,0.015906696382089434
115,112,101,99,105,102,105,101,100,0,0,0,0.015900333732226345
99,114,101,100,105,116,0,0,0,0,0,0,0.0158952896502576
99,97,114,100,0,0,0,0,0,0,0,0,0.01589173841374226
101,120,112,105,114,97,116,105,111,110,0,0,0.015884632229043107
100,97,116,101,0,0,0,0,0,0,0,0,0.01588104770633351
105,110,118,97,108,105,100,0,0,0,0,0,0.01587544142799833
112,108,101,97,115,101,0,0,0,0,0,0,0.015870427182486355
99,111,114,114,101,99,116,0,0,0,0,0,0.015864722764859812
105,110,102,111,114,109,97,116,105,111,110,0,0.015857484143750166
116,114,121,0,0,0,0,0,0,0,0,0,0.015854290456533946
115,112,101,99,105,102,105,101,100,0,0,0,0.01584798628540419
99,114,101,100,105,116,0,0,0,0,0,0,0.01584298496238284
99,97,114,100,0,0,0,0,0,0,0,0,0.015839462615742525
110,117,109,98,101,114,0,0,0,0,0,0,0.015834331285682957
105,110,118,97,108,105,100,0,0,0,0,0,0.015828768148112116
112,108,101,97,115,101,0,0,0,0,0,0,0.01582379157765029
99,104,101,99,107,0,0,0,0,0,0,0,0.01581962588242388
110,117,109,98,101,114,0,0,0,0,0,0,0.015814510474456596
112,114,111,118,105,100,101,100,0,0,0,0,0.015808377711973964
116,114,121,0,0,0,0,0,0,0,0,0,0.015805207145104826
114,101,113,117,101,115,116,0,0,0,0,0,0.01579934011078423
99,97,110,0,0,0,0,0,0,0,0,0,0.015796610273591888
112,114,111,99,101,115,115,101,100,0,0,0,0.015790096880346053
